Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
JOB250001075;CHEF DE PARTIE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001076;COORDINATEUR TECHNIQUE;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001077;RÉCEPTIONNISTE SPA ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001078;VALET DE CHAMBRE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001079;BOUCHER ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001080;BAGAGISTE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001081;SUPERVISEUR TECHNIQUE;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001082;ANIMATEUR CLUB ENFANTS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001083;AGENT DE RESERVATION;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001084;AGENT NETTOYAGE PISCINE ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001086;AGENT D’ENTRETIEN DES PARTIES COMMUNES ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001087;TECHNICIEN;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001088;Agent de Buanderie ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001089;Electricien;1;"Énergie, Environnement & Eau";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001090;Superviseur des Uniformes ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001091;REPASSEUR;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001092;Employé de Balanchissement ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001093;Representant Aéroport ;1;"Tourisme, Loisirs & Voyages";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001094;Maître-nageur;1;"Tourisme, Loisirs & Voyages";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001095;SERVEUR ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001097;HOTE;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001098;Representant Aéroport ;1;"Tourisme, Loisirs & Voyages";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;8/5/2025;Mai;T2
JOB250001099;PLOMBIER;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001100;Employé des Vestiares ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001101;Agent de Buanderie ;1;Nettoyage & Blanchisserie;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001102;Coordinateur Commerciale & Marketing ;1;"Commerce, Vente, Marketing & Distribution";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001103;COORDINATEUR GROUPES & ÉVÉNEMENTS ;1;"Communication, Médias & Événementiel";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001104;SUPERVISEUR DE CONTRÔLE DES COÛTS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001105;AUDITEUR DES REVENUS ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001106;SUPERVISEUR DE LA PAIE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001107;CAISSIER GENERAL ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001108;SUPERVISEUR COMPTES FOURNISSEURS ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001109;SUPERVISEUR COMPTES CLIENTS ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001110;Chauffeur ;1;"Transport, Logistique & Supply Chain";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;9/5/2025;Mai;T2
JOB250001176;Demi-chef de partie;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;19/5/2025;Mai;T2
JOB250001184;Barman;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/5/2025;Mai;T2
JOB250001185;Responsable de restaurant ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/5/2025;Mai;T2
JOB250001187;Superviseur de banquet;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/5/2025;Mai;T2
JOB250001189;Coordonnateur restauration;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/5/2025;Mai;T2
JOB250001279;Directeur Général;1;Gestion Administrative;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/5/2025;Mai;T2
JOB250001280;DIRECTEUR COMMERCIAL & MARKETING ;1;"Commerce, Vente, Marketing & Distribution";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/5/2025;Mai;T2
JOB250001281;DIRECTEUR FINANCIER ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/5/2025;Mai;T2
JOB250001282;DIRECTEUR COMMERCIAL & MARKETING ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/5/2025;Mai;T2
JOB250001288;DIRECTEUR DES REVENUS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001289;ASSISTANT DE DIRECTION GÉNÉRALE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001290;DIRECTEUR DES REVENUS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001291;DIRECTEUR D’HÔTEL ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001292;DIRECTEUR DES RESSOURCES HUMAINES;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001293;DIRECTEUR TECHNIQUE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001294;DIRECTEURFORMATION & QUALITÉ ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/6/2025;Juin;T2
JOB250001444;RESPONSABLE HYGIÈNE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001445;ASSISTANT DU DIRECTEUR FINANCIER ;1;Gestion Administrative;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;21/6/2025;Juin;T2
JOB250001446;RESPONSABLE DES ACHATS ;1;"Transport, Logistique & Supply Chain";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001447;DIRECTEUR DES GROUPES ET ÉVÉNEMENTS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001448;"DIRECTEURMARKETING, RELATIONS PUBLIQUES ET COMMUNICATION ";1;"Commerce, Vente, Marketing & Distribution";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001449;RESPONSABLE RÉCEPTION ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001450;RESPONSABLE E-COMMERCE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001451;CHEF EXÉCUTIF ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001452;DIRECTEUR DE LA RESTAURATION ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001453;RESPONSABLE RÉSERVATIONS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001454;Gouvernant Général;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001455;RESPONSABLE SPA ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001456;RESPONSABLE LOISIRS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001457;RESPONSABLE INFORMATIQUE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001458;RESPONSABLE SÉCURITÉ ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001459;RESPONSABLE RESSOURCES HUMAINES ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001460;ASSISTANT DIRECTEUR TECHNIQUE ;1;"Énergie, Environnement & Eau";AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;21/6/2025;Juin;T2
JOB250001594;RESPONSABLE GROUPES & ÉVÉNEMENTS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001595;RESPONSABLE COMMERCIAL ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001596;CHEF EXÉCUTIF PÂTISSIER ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001597;FICHE DE POSTE – SOUS-CHEF EXÉCUTIF ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001598;FICHE DE POSTE – CHEF DE CUISINE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001599;CHEF BOULANGER ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001600;SOUS-CHEF CUISINE & PÂTISSERIE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001601;CHEF DE BANQUET ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001603;RESPONSABLE DE RESTAURANT ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001604;RESPONSABLE BAR ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001605;RESPONSABLE ROOM SERVICE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001606;RESPONSABLE BANQUET ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001607;ASSISTANT RESPONSABLE DE RESTAURANT ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001608;ASSISTANT RESPONSABLE BANQUET ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001609;ASSISTANT RESPONSABLE DE LA RÉCEPTION ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001610;RESPONSABLE DE GARDE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001611;RESPONSABLE DE NUIT ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001612;CHEF CONCIERGE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001613;RESPONSABLE DES RELATIONS CLIENTS ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001614;RESPONSABLE DU SERVICE ÉTAGES ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001615;RESPONSABLE DE LA BUANDERIE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001616;ASSISTANT RESPONSABLE SPA ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001617;ASSISTANT RESPONSABLE INFORMATIQUE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001618;ASSISTANT RESPONSABLE SÉCURITÉ ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250001619;INGÉNIEUR DE GARDE ;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/7/2025;Juillet;T3
JOB250002553;Responsable restauration;1;Hôtellerie - Restauration;AL OTHMAN REAL ESTATE GROUP;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;31/10/2025;Octobre;T4
NONREF000237;Stagiaire QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ALC INDUSTRIES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/3/2025;Mars;T1
NONREF000068;Chauffeur mécanicien;1;"Industrie, Production & Maintenance";ALC INDUSTRIES SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/2/2025;Février;T1
JOB250002667;Chargé Ressources Humaines;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALKHORAYEF PETROLEUM CO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002668;Superviseur en Approvisionnement Gestion des Stocks et Achats;1;"Transport, Logistique & Supply Chain";ALKHORAYEF PETROLEUM CO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002677;Ingénieur ESP;1;"Énergie, Environnement & Eau";ALKHORAYEF PETROLEUM CO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/11/2025;Novembre;T4
JOB250002679;Directeur Général;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALKHORAYEF PETROLEUM CO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/11/2025;Novembre;T4
NONREF000401;Technicien de Maintenance de Pompes Submersibles Electriques;1;"Énergie, Environnement & Eau";ALKHORAYEF PETROLEUM CO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-29;Décembre;T4
JOB250002024;COORDONNATEUR QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";ALPHA OMEGA;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;21/8/2025;Août;T3
JOB250002225;Graisseur;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";ALPORT POINTE NOIRE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002230;Capitaines de Remorqueurs (500 UMS);1;"Transport, Logistique & Supply Chain";ALPORT POINTE NOIRE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
NONREF000184;Opérateurs radio haute Fréq;6;"Transport, Logistique & Supply Chain";ALPORT POINTE-NOIRE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
NONREF000238;Statisticien;1;"Transport, Logistique & Supply Chain";ALPORT POINTE-NOIRE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
JOB250002070;Technicien biomedical;1;"Santé, Pharmacie & Recherche Scientifique";ALTHEA SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/8/2025;Août;T3
JOB250002092;Administratif d'atelier technique;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;1/9/2025;Septembre;T3
JOB250002129;SECRETAIRE DE DIRECTION ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002131;Technicien biomedical;1;"Santé, Pharmacie & Recherche Scientifique";ALTHEA SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002132;Technicien biomedical;1;"Santé, Pharmacie & Recherche Scientifique";ALTHEA SARL;Entreprise Privée;DOLISIE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002133;Technicien biomedical;1;"Santé, Pharmacie & Recherche Scientifique";ALTHEA SARL;Entreprise Privée;OYO;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002134;Technicien biomedical;1;"Santé, Pharmacie & Recherche Scientifique";ALTHEA SARL;Entreprise Privée;OWANDO;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002135;Administratif d'atelier technique;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002136;Administratif d'atelier technique;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;DOLISIE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002137;Administratif d'atelier technique;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;OYO;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002138;Administratif d'atelier technique;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;OWANDO;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
JOB250002139;Employé administratif;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ALTHEA SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;4/9/2025;Septembre;T3
NONREF000109;Conseillers de ventes;3;"Industrie, Production & Maintenance";ALUCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;11/2/2025;Février;T1
NONREF000113;Coursier en Moto;1;"Industrie, Production & Maintenance";ALUCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000215;Responsable logistique;1;"Industrie, Production & Maintenance";ALUCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
NONREF000246;Technico-commercial B to B;1;"Industrie, Production & Maintenance";ALUCONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
JOB250001249;DIRECTEUR TECHNIQUE;1;"Pétrole, Gaz & Hydrocarbures";AMMAT GLOBAL RESSOURCES SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/5/2025;Mai;T2
JOB250002614;Acheteur;1;Agriculture & Industrie Agroalimentaire;AMMAT GLOBAL RESSOURCES SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002618;Superviseur de puits;1;"Pétrole, Gaz & Hydrocarbures";AMMAT GLOBAL RESSOURCES SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002627;Responsable Achat;1;"Pétrole, Gaz & Hydrocarbures";AMMAT GLOBAL RESSOURCES SAU;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;10/11/2025;Novembre;T4
NONREF000396;Chauffeur;1;"Transport, Logistique & Supply Chain";ANAO SARL;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2025-12-31;Décembre;T4
NONREF000003;Agent Adm ou employé de Bu;1;"Énergie, Environnement & Eau";ARCONS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;17/1/2025;Janvier;T1
NONREF000007;Agent de liaison Pou Planton;1;"Énergie, Environnement & Eau";ARCONS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;17/1/2025;Janvier;T1
JOB250000937;CHARGE DES OPERATIONS DE LEVAGE;1;"Industrie, Production & Maintenance";ARD CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;14/4/2025;Avril;T2
